# ID_V                   ID_I                      RA             DEC
  0377.008_0257.789V     0376.276_0257.639i   17:40:34.782   -53:41:14.77
  0377.210_0972.767V     0378.060_0971.376i   17:40:34.426   -53:35:19.68
  0377.375_0437.951V     0376.974_0438.128i   17:40:34.710   -53:39:45.29
  0377.542_0352.333V     0376.865_0352.295i   17:40:34.764   -53:40:27.81
  0377.813_0403.981V     0377.451_0404.417i   17:40:34.752   -53:40:02.16
  0378.012_0660.970V     0377.406_0660.977i   17:40:34.631   -53:37:54.52
  0378.437_0295.434V     0377.731_0295.328i   17:40:34.843   -53:40:56.06
  0378.754_0094.007V     0377.887_0093.924i   17:40:34.965   -53:42:36.10
  0378.811_0143.542V     0378.200_0143.324i   17:40:34.942   -53:42:11.50
  0378.839_0597.781V     0378.139_0597.670i   17:40:34.710   -53:38:25.90
  0378.928_0364.322V     0378.072_0364.221i   17:40:34.835   -53:40:21.85
  0378.997_0061.721V     0378.372_0061.631i   17:40:34.995   -53:42:52.13
  0379.001_0567.803V     0378.360_0567.783i   17:40:34.734   -53:38:40.79
  0379.091_0846.188V     0378.289_0846.040i   17:40:34.596   -53:36:22.53
  0379.156_0278.538V     0378.508_0278.507i   17:40:34.892   -53:41:04.45
  0379.166_0055.471V     0378.625_0055.220i   17:40:35.008   -53:42:55.24
  0379.265_0318.654V     0378.653_0318.633i   17:40:34.877   -53:40:44.53
  0379.769_0082.761V     0379.309_0082.894i   17:40:35.027   -53:42:41.68
  0379.770_0531.621V     0378.985_0531.464i   17:40:34.796   -53:38:58.76
  0379.785_0206.917V     0379.038_0206.934i   17:40:34.964   -53:41:40.02
  0380.098_0164.573V     0379.381_0164.450i   17:40:35.003   -53:42:01.05
  0380.557_0865.458V     0379.812_0865.333i   17:40:34.668   -53:36:12.95
  0380.578_0501.848V     0379.856_0501.838i   17:40:34.856   -53:39:13.54
  0380.638_0395.511V     0379.881_0395.439i   17:40:34.914   -53:40:06.35
  0380.649_0947.631V     0379.977_0947.464i   17:40:34.631   -53:35:32.14
  0380.696_0714.431V     0379.952_0714.213i   17:40:34.753   -53:37:27.96
  0381.006_0466.980V     0379.577_0466.685i   17:40:34.898   -53:39:30.85
  0381.128_0695.858V     0379.873_0696.890i   17:40:34.787   -53:37:37.18
  0381.195_0733.210V     0380.510_0733.194i   17:40:34.772   -53:37:18.63
  0381.469_0494.725V     0380.739_0494.649i   17:40:34.910   -53:39:17.07
  0381.642_0330.916V     0380.809_0330.856i   17:40:35.004   -53:40:38.43
  0382.225_0296.961V     0381.569_0296.878i   17:40:35.054   -53:40:55.29
  0382.266_0195.452V     0381.661_0195.148i   17:40:35.109   -53:41:45.70
  0382.364_0187.218V     0381.720_0187.147i   17:40:35.118   -53:41:49.79
  0382.398_0708.459V     0381.751_0708.289i   17:40:34.851   -53:37:30.92
  0382.633_0797.920V     0382.276_0797.854i   17:40:34.819   -53:36:46.49
  0382.769_0173.792V     0382.140_0173.598i   17:40:35.148   -53:41:56.46
  0383.071_0901.523V     0382.547_0901.364i   17:40:34.790   -53:35:55.03
  0383.341_0320.089V     0382.671_0319.985i   17:40:35.104   -53:40:43.80
  0383.363_0326.371V     0382.582_0326.287i   17:40:35.102   -53:40:40.68
  0383.404_0275.654V     0382.877_0275.875i   17:40:35.131   -53:41:05.87
  0383.458_1132.758V     0382.858_1132.839i   17:40:34.692   -53:34:00.19
  0383.468_0412.938V     0382.738_0412.852i   17:40:35.064   -53:39:57.68
  0383.519_0182.344V     0382.849_0182.256i   17:40:35.186   -53:41:52.21
  0383.800_0768.052V     0383.231_0767.936i   17:40:34.899   -53:37:01.32
  0383.892_0239.226V     0383.249_0239.144i   17:40:35.177   -53:41:23.95
  0384.326_0211.989V     0383.757_0211.976i   17:40:35.215   -53:41:37.48
  0384.401_0597.188V     0383.650_0597.078i   17:40:35.021   -53:38:26.17
  0384.739_0378.727V     0383.980_0378.646i   17:40:35.152   -53:40:14.67
  0384.899_0291.036V     0384.127_0290.920i   17:40:35.207   -53:40:58.22
  0384.982_0523.242V     0384.197_0523.196i   17:40:35.091   -53:39:02.89
  0385.057_0640.366V     0384.402_0640.448i   17:40:35.035   -53:38:04.72
  0385.073_0394.092V     0384.300_0393.987i   17:40:35.163   -53:40:07.04
  0385.284_0485.178V     0384.539_0485.119i   17:40:35.128   -53:39:21.80
  0385.408_0735.660V     0384.839_0735.552i   17:40:35.006   -53:37:17.40
  0385.419_0592.841V     0384.675_0592.677i   17:40:35.080   -53:38:28.33
  0385.667_0457.961V     0384.906_0457.015i   17:40:35.163   -53:39:35.31
  0385.821_0467.672V     0385.053_0467.612i   17:40:35.167   -53:39:30.49
  0385.931_0509.744V     0385.191_0509.570i   17:40:35.151   -53:39:09.59
  0386.003_0441.846V     0385.248_0441.757i   17:40:35.190   -53:39:43.31
  0386.201_0636.612V     0385.445_0636.580i   17:40:35.101   -53:38:06.58
  0386.319_0573.711V     0385.521_0573.723i   17:40:35.140   -53:38:37.82
  0386.487_0481.552V     0385.523_0481.428i   17:40:35.197   -53:39:23.59
  0386.605_0310.533V     0385.760_0310.470i   17:40:35.292   -53:40:48.53
  0386.780_0220.920V     0386.102_0220.886i   17:40:35.348   -53:41:33.03
  0387.041_0526.978V     0386.362_0527.098i   17:40:35.204   -53:39:01.03
  0387.141_0258.410V     0386.814_0259.408i   17:40:35.349   -53:41:14.41
  0387.186_0698.148V     0386.423_0697.984i   17:40:35.124   -53:37:36.02
  0387.200_0068.308V     0386.499_0068.000i   17:40:35.450   -53:42:48.83
  0387.310_0112.708V     0386.755_0112.572i   17:40:35.434   -53:42:26.77
  0387.616_0706.401V     0386.999_0706.388i   17:40:35.144   -53:37:31.92
  0387.678_0281.545V     0386.983_0281.400i   17:40:35.367   -53:41:02.92
  0388.036_0408.861V     0387.253_0408.797i   17:40:35.321   -53:39:59.69
  0388.289_0618.094V     0387.535_0618.015i   17:40:35.227   -53:38:15.77
  0388.620_0500.199V     0387.859_0500.198i   17:40:35.306   -53:39:14.32
  0388.843_0268.021V     0388.041_0267.710i   17:40:35.439   -53:41:09.63
  0389.206_0433.006V     0388.267_0433.095i   17:40:35.374   -53:39:47.69
  0389.272_0127.526V     0388.489_0127.447i   17:40:35.536   -53:42:19.41
  0389.623_0582.132V     0388.851_0582.059i   17:40:35.320   -53:38:33.63
  0389.947_0353.521V     0391.229_0352.360i   17:40:35.456   -53:40:27.16
  0390.322_0573.894V     0389.447_0574.013i   17:40:35.363   -53:38:37.71
  0390.546_0062.793V     0389.931_0062.739i   17:40:35.640   -53:42:51.55
  0390.606_0078.982V     0389.916_0078.927i   17:40:35.635   -53:42:43.51
  0390.621_0091.904V     0389.759_0091.895i   17:40:35.630   -53:42:37.09
  0390.716_0100.123V     0389.969_0100.096i   17:40:35.631   -53:42:33.01
  0391.052_1001.832V     0390.426_1001.712i   17:40:35.183   -53:35:05.18
  0391.768_0359.652V     0390.909_0359.510i   17:40:35.555   -53:40:24.11
  0391.794_0313.252V     0391.084_0313.109i   17:40:35.580   -53:40:47.15
  0391.808_0399.937V     0391.042_0399.902i   17:40:35.536   -53:40:04.10
  0391.829_0302.368V     0391.107_0302.230i   17:40:35.588   -53:40:52.56
  0391.910_1074.140V     0392.245_1073.063i   17:40:35.194   -53:34:29.26
  0391.992_0172.890V     0391.308_0172.752i   17:40:35.664   -53:41:56.86
  0392.005_0183.022V     0391.222_0182.909i   17:40:35.660   -53:41:51.83
  0392.046_0285.716V     0391.361_0285.412i   17:40:35.609   -53:41:00.83
  0392.053_0892.391V     0391.213_0892.258i   17:40:35.296   -53:35:59.53
  0392.107_0371.893V     0391.646_0372.037i   17:40:35.568   -53:40:18.03
  0392.187_0789.740V     0391.478_0789.730i   17:40:35.356   -53:36:50.51
  0392.220_0471.023V     0391.124_0471.153i   17:40:35.523   -53:39:28.80
  0392.253_0280.076V     0391.649_0279.539i   17:40:35.623   -53:41:03.63
  0392.349_0321.351V     0391.826_0321.138i   17:40:35.607   -53:40:43.13
  0392.580_0608.012V     0391.950_0607.862i   17:40:35.472   -53:38:20.76
  0393.060_0531.309V     0392.287_0531.219i   17:40:35.538   -53:38:58.85
  0393.148_0047.422V     0392.620_0047.506i   17:40:35.794   -53:42:59.17
  0393.380_0419.526V     0392.574_0419.392i   17:40:35.614   -53:39:54.37
  0393.480_0237.538V     0392.669_0237.093i   17:40:35.714   -53:41:24.75
  0393.883_0515.069V     0393.339_0514.817i   17:40:35.593   -53:39:06.91
  0394.351_1016.845V     0393.703_1016.703i   17:40:35.359   -53:34:57.71
  0394.525_0226.695V     0393.922_0226.593i   17:40:35.778   -53:41:30.13
  0394.670_0436.161V     0394.380_0436.399i   17:40:35.678   -53:39:46.10
  0394.741_0393.653V     0393.929_0393.520i   17:40:35.704   -53:40:07.21
  0394.833_0327.750V     0394.038_0327.714i   17:40:35.743   -53:40:39.94
  0395.022_0462.012V     0394.213_0462.018i   17:40:35.684   -53:39:33.26
  0395.095_0624.134V     0394.100_0624.277i   17:40:35.604   -53:38:12.74
  0395.193_0323.776V     0394.396_0323.689i   17:40:35.765   -53:40:41.91
  0395.429_0654.280V     0394.446_0654.207i   17:40:35.607   -53:37:57.77
  0395.484_0357.997V     0394.824_0357.867i   17:40:35.764   -53:40:24.91
  0395.993_0131.375V     0395.257_0131.315i   17:40:35.910   -53:42:17.46
  0396.358_0241.321V     0395.640_0240.950i   17:40:35.873   -53:41:22.86
  0396.549_0428.281V     0395.833_0428.216i   17:40:35.787   -53:39:50.00
  0396.574_0890.099V     0396.139_0890.074i   17:40:35.549   -53:36:00.64
  0397.035_0136.864V     0396.500_0136.769i   17:40:35.965   -53:42:14.73
  0397.057_0218.880V     0396.357_0218.774i   17:40:35.924   -53:41:34.00
  0397.113_0316.640V     0396.508_0316.482i   17:40:35.876   -53:40:45.45
  0397.132_0368.938V     0396.358_0368.770i   17:40:35.850   -53:40:19.47
  0397.241_0396.828V     0396.315_0396.430i   17:40:35.842   -53:40:05.62
  0397.343_0338.106V     0396.631_0338.032i   17:40:35.878   -53:40:34.78
  0397.351_0458.416V     0396.471_0458.356i   17:40:35.816   -53:39:35.03
  0397.514_0838.425V     0396.883_0838.361i   17:40:35.628   -53:36:26.30
  0397.726_0509.573V     0396.932_0509.613i   17:40:35.810   -53:39:09.62
  0397.864_0403.985V     0397.347_0403.832i   17:40:35.873   -53:40:02.06
  0398.231_0438.392V     0397.525_0438.319i   17:40:35.875   -53:39:44.97
  0398.574_0122.615V     0397.828_0122.384i   17:40:36.059   -53:42:21.80
  0398.593_0386.882V     0397.976_0386.721i   17:40:35.922   -53:40:10.55
  0398.746_0734.646V     0397.965_0734.509i   17:40:35.751   -53:37:17.84
  0398.786_0453.396V     0398.004_0453.357i   17:40:35.899   -53:39:37.52
  0398.953_0380.524V     0398.309_0380.353i   17:40:35.946   -53:40:13.71
  0398.959_0564.121V     0398.067_0564.083i   17:40:35.851   -53:38:42.53
  0399.040_0324.827V     0398.388_0324.777i   17:40:35.980   -53:40:41.37
  0399.179_0391.942V     0398.997_0391.374i   17:40:35.952   -53:40:08.04
  0399.340_0232.658V     0398.530_0232.266i   17:40:36.044   -53:41:27.15
  0399.511_0424.231V     0398.719_0424.136i   17:40:35.954   -53:39:52.00
  0399.822_0228.726V     0399.135_0228.819i   17:40:36.073   -53:41:29.10
  0399.952_0680.772V     0398.954_0681.561i   17:40:35.846   -53:37:44.59
  0400.066_0089.668V     0399.470_0089.474i   17:40:36.159   -53:42:38.16
  0400.160_1085.826V     0400.572_1084.711i   17:40:35.648   -53:34:23.42
  0400.324_0583.709V     0399.516_0583.630i   17:40:35.917   -53:38:32.79
  0400.395_0152.500V     0399.678_0152.368i   17:40:36.145   -53:42:06.95
  0400.578_0792.718V     0399.867_0792.603i   17:40:35.823   -53:36:48.99
  0400.618_0070.044V     0399.923_0069.928i   17:40:36.200   -53:42:47.90
  0400.669_0556.687V     0399.893_0556.693i   17:40:35.950   -53:38:46.21
  0400.789_0675.725V     0400.060_0675.656i   17:40:35.895   -53:37:47.09
  0400.898_0651.785V     0400.100_0651.745i   17:40:35.914   -53:37:58.98
  0401.130_0210.754V     0400.538_0210.699i   17:40:36.156   -53:41:38.02
  0401.285_0169.391V     0400.602_0169.054i   17:40:36.186   -53:41:58.56
  0401.302_0191.553V     0400.580_0191.438i   17:40:36.175   -53:41:47.55
  0401.336_0496.404V     0400.622_0496.321i   17:40:36.019   -53:39:16.15
  0401.453_0443.439V     0400.687_0443.356i   17:40:36.053   -53:39:42.45
  0401.590_0236.195V     0400.857_0236.062i   17:40:36.168   -53:41:25.38
  0401.600_0292.317V     0400.852_0292.220i   17:40:36.140   -53:40:57.51
  0401.774_0197.613V     0401.038_0197.434i   17:40:36.198   -53:41:44.54
  0402.051_0473.738V     0401.278_0473.509i   17:40:36.070   -53:39:27.40
  0402.367_0438.386V     0402.010_0438.663i   17:40:36.106   -53:39:44.96
  0402.475_0352.906V     0401.812_0352.846i   17:40:36.157   -53:40:27.41
  0402.616_0774.392V     0401.812_0774.359i   17:40:35.946   -53:36:58.08
  0402.680_0526.866V     0401.866_0526.834i   17:40:36.078   -53:39:01.01
  0402.806_0459.392V     0401.943_0459.181i   17:40:36.120   -53:39:34.52
  0402.809_0345.678V     0402.067_0345.530i   17:40:36.179   -53:40:31.00
  0402.902_0174.043V     0402.284_0174.106i   17:40:36.274   -53:41:56.24
  0403.235_0986.879V     0402.376_0986.871i   17:40:35.870   -53:35:12.55
  0403.391_0535.500V     0402.625_0535.463i   17:40:36.113   -53:38:56.72
  0403.476_0257.384V     0402.779_0257.387i   17:40:36.263   -53:41:14.85
  0403.604_0715.223V     0402.990_0715.190i   17:40:36.032   -53:37:27.46
  0403.791_0098.251V     0403.053_0098.200i   17:40:36.363   -53:42:33.88
  0403.939_0469.831V     0403.196_0469.700i   17:40:36.178   -53:39:29.33
  0404.000_0074.134V     0403.373_0074.216i   17:40:36.387   -53:42:45.85
  0404.017_0220.204V     0403.185_0219.789i   17:40:36.312   -53:41:33.31
  0404.401_0216.294V     0403.690_0216.123i   17:40:36.336   -53:41:35.25
  0404.456_0566.095V     0403.623_0566.012i   17:40:36.157   -53:38:41.52
  0404.570_0314.353V     0403.863_0314.284i   17:40:36.294   -53:40:46.55
  0405.190_0447.864V     0404.424_0447.769i   17:40:36.259   -53:39:40.24
  0405.218_0083.320V     0404.542_0083.211i   17:40:36.451   -53:42:41.29
  0405.278_0624.943V     0404.330_0624.956i   17:40:36.172   -53:38:12.29
  0405.628_0302.123V     0404.977_0301.971i   17:40:36.360   -53:40:52.62
  0405.632_0340.111V     0404.962_0339.866i   17:40:36.340   -53:40:33.75
  0406.147_0425.312V     0405.533_0425.080i   17:40:36.324   -53:39:51.43
  0406.166_0370.026V     0405.339_0370.017i   17:40:36.354   -53:40:18.89
  0406.298_0321.665V     0405.383_0321.518i   17:40:36.387   -53:40:42.91
  0406.821_0817.581V     0406.130_0817.657i   17:40:36.158   -53:36:36.61
  0406.827_0439.540V     0406.185_0439.660i   17:40:36.355   -53:39:44.36
  0406.925_0806.494V     0406.201_0806.450i   17:40:36.170   -53:36:42.12
  0406.962_0753.175V     0406.244_0753.070i   17:40:36.200   -53:37:08.60
  0407.447_1048.705V     0406.875_1048.577i   17:40:36.073   -53:34:41.82
  0407.702_0360.745V     0406.761_0360.662i   17:40:36.445   -53:40:23.49
  0407.786_0677.996V     0406.902_0678.041i   17:40:36.285   -53:37:45.93
  0407.948_0602.955V     0407.177_0602.902i   17:40:36.333   -53:38:23.20
  0408.192_0204.160V     0407.438_0204.169i   17:40:36.554   -53:41:41.26
  0408.276_0351.264V     0407.586_0351.122i   17:40:36.482   -53:40:28.20
  0408.347_0243.652V     0407.697_0243.511i   17:40:36.542   -53:41:21.64
  0408.347_0538.599V     0408.217_0538.267i   17:40:36.388   -53:38:55.16
  0408.429_0486.281V     0407.524_0486.286i   17:40:36.420   -53:39:21.14
  0408.483_0227.311V     0407.783_0227.156i   17:40:36.558   -53:41:29.76
  0408.536_0148.094V     0407.875_0148.121i   17:40:36.602   -53:42:09.10
  0408.537_0272.076V     0407.874_0271.959i   17:40:36.538   -53:41:07.53
  0408.615_0567.087V     0407.842_0567.259i   17:40:36.389   -53:38:41.01
  0408.641_0414.990V     0407.612_0414.008i   17:40:36.469   -53:39:56.55
  0408.700_0276.970V     0408.046_0277.020i   17:40:36.544   -53:41:05.10
  0408.700_0387.599V     0407.980_0387.504i   17:40:36.487   -53:40:10.15
  0408.737_0383.946V     0408.056_0383.866i   17:40:36.491   -53:40:11.97
  0408.747_0398.952V     0408.023_0398.901i   17:40:36.484   -53:40:04.51
  0408.927_0660.073V     0408.208_0659.980i   17:40:36.358   -53:37:54.83
  0409.143_0134.022V     0408.414_0133.804i   17:40:36.644   -53:42:16.09
  0409.292_0336.286V     0408.859_0336.315i   17:40:36.547   -53:40:35.63
  0409.658_0654.451V     0408.912_0654.375i   17:40:36.401   -53:37:57.62
  0409.670_0500.544V     0408.918_0500.536i   17:40:36.482   -53:39:14.05
  0409.739_0137.825V     0409.028_0137.742i   17:40:36.675   -53:42:14.20
  0409.972_0905.253V     0409.279_0905.314i   17:40:36.289   -53:35:53.06
  0410.160_0454.694V     0409.315_0454.664i   17:40:36.533   -53:39:36.82
  0410.304_0522.104V     0409.556_0522.017i   17:40:36.506   -53:39:03.34
  0410.368_0323.917V     0409.615_0323.807i   17:40:36.613   -53:40:41.77
  0411.131_0460.004V     0410.369_0459.880i   17:40:36.585   -53:39:34.18
  0411.759_0614.547V     0411.028_0614.566i   17:40:36.540   -53:38:17.42
  0411.934_0226.405V     0411.354_0226.270i   17:40:36.752   -53:41:30.19
  0411.934_0406.519V     0411.171_0406.461i   17:40:36.658   -53:40:00.74
  0412.180_0466.729V     0411.149_0466.290i   17:40:36.640   -53:39:30.84
  0412.288_0496.362V     0411.370_0496.295i   17:40:36.631   -53:39:16.12
  0412.517_0409.959V     0412.284_0410.401i   17:40:36.688   -53:39:59.03
  0412.665_0642.588V     0411.881_0642.524i   17:40:36.576   -53:38:03.49
  0412.692_0686.013V     0411.972_0685.912i   17:40:36.554   -53:37:41.93
  0412.837_0293.173V     0411.685_0293.295i   17:40:36.767   -53:40:57.03
  0412.913_0360.825V     0412.072_0360.739i   17:40:36.736   -53:40:23.43
  0412.954_0288.051V     0412.189_0287.472i   17:40:36.776   -53:40:59.57
  0413.078_0212.051V     0411.951_0212.006i   17:40:36.823   -53:41:37.32
  0413.248_0297.012V     0412.503_0296.895i   17:40:36.788   -53:40:55.12
  0413.322_0953.931V     0412.620_0953.885i   17:40:36.450   -53:35:28.86
  0413.352_0805.844V     0412.947_0805.792i   17:40:36.529   -53:36:42.41
  0413.387_0260.549V     0412.594_0260.312i   17:40:36.815   -53:41:13.23
  0413.474_0679.251V     0412.931_0679.061i   17:40:36.602   -53:37:45.28
  0413.566_0541.813V     0412.829_0541.817i   17:40:36.678   -53:38:53.54
  0413.772_0707.711V     0413.033_0707.635i   17:40:36.603   -53:37:31.15
  0413.780_0391.124V     0413.251_0390.909i   17:40:36.769   -53:40:08.38
  0413.992_0426.554V     0413.303_0426.474i   17:40:36.762   -53:39:50.78
  0414.000_0168.612V     0413.342_0168.484i   17:40:36.897   -53:41:58.89
  0414.263_0607.600V     0413.329_0607.579i   17:40:36.683   -53:38:20.86
  0414.578_0443.022V     0413.785_0442.947i   17:40:36.786   -53:39:42.60
  0414.714_0095.142V     0413.979_0095.143i   17:40:36.976   -53:42:35.37
  0414.780_0230.024V     0414.037_0230.033i   17:40:36.909   -53:41:28.38
  0414.796_0378.548V     0413.608_0378.449i   17:40:36.832   -53:40:14.62
  0414.810_0131.523V     0413.800_0131.764i   17:40:36.962   -53:42:17.30
  0415.000_0282.834V     0414.270_0282.726i   17:40:36.894   -53:41:02.15
  0415.271_0305.672V     0414.436_0305.588i   17:40:36.897   -53:40:50.81
  0415.370_0175.629V     0414.598_0175.576i   17:40:36.970   -53:41:55.39
  0415.431_0907.790V     0414.636_0907.801i   17:40:36.592   -53:35:51.77
  0415.949_0117.735V     0415.146_0117.889i   17:40:37.033   -53:42:24.15
  0415.957_0398.276V     0415.486_0398.414i   17:40:36.887   -53:40:04.82
  0416.107_0198.586V     0415.390_0198.615i   17:40:36.999   -53:41:43.99
  0416.280_0276.022V     0415.529_0275.983i   17:40:36.969   -53:41:05.53
  0416.331_0431.100V     0415.447_0431.056i   17:40:36.891   -53:39:48.51
  0416.741_0246.092V     0415.841_0245.983i   17:40:37.010   -53:41:20.39
  0416.958_0506.719V     0416.036_0506.660i   17:40:36.886   -53:39:10.95
  0416.982_0496.203V     0416.183_0496.107i   17:40:36.893   -53:39:16.18
